meta_idx,date_accessed,Error,parent_doi,URL,citation,meta_cols,removed_cols
181,2024-02-06,No columns with data,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928100,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",NA,NA
182,2024-02-06,No columns with data,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928093,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",NA,NA
183,2024-02-06,No columns with data,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928101,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",NA,NA
184,2024-02-06,No columns with data,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928102,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",NA,NA
185,2024-02-06,No columns with data,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928097,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",NA,NA
186,2024-02-06,No columns with data,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928103,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",NA,NA
187,2024-02-06,None,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928104,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",Longitude; Latitude; Date/Time,Fraction upper [µm]; Fraction lower [µm]; Sample ID; Na+ [ng/m**3]; K+ [ng/m**3]; Mg2+ [ng/m**3]; Ca2+ [ng/m**3]; Cl- [ng/m**3]; Formic acid [ng/m**3]; Acetic acid [ng/m**3]; Glycolic acid [ng/m**3]; Br- [ng/m**3]; Oxaic acid [ng/m**3]; MSA [ng/m**3]; [SO4]2- [ng/m**3]; Malonic acid [ng/m**3]; Maleic acid [ng/m**3]; Fumaric acid [ng/m**3]; Succinic acid [ng/m**3]; I- [ng/m**3]; GA [ng/m**3]; Malic acid [ng/m**3]; Adipic acid [ng/m**3]; Pimelic acid [ng/m**3]; Pinonic acid [ng/m**3]; Pinic acid [ng/m**3]
188,2024-02-06,None,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928105,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",Longitude; Latitude; Date/Time,Fraction upper [µm]; Fraction lower [µm]; Sample ID; Na+ [ng/m**3]; K+ [ng/m**3]; Mg2+ [ng/m**3]; Ca2+ [ng/m**3]; Cl- [ng/m**3]; Formic acid [ng/m**3]; Acetic acid [ng/m**3]; Glycolic acid [ng/m**3]; Br- [ng/m**3]; Oxaic acid [ng/m**3]; MSA [ng/m**3]; [SO4]2- [ng/m**3]; Malonic acid [ng/m**3]; Maleic acid [ng/m**3]; Fumaric acid [ng/m**3]; Succinic acid [ng/m**3]; I- [ng/m**3]; GA [ng/m**3]; Malic acid [ng/m**3]; Adipic acid [ng/m**3]; Pimelic acid [ng/m**3]; Pinonic acid [ng/m**3]; Pinic acid [ng/m**3]
189,2024-02-06,None,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928106,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",Longitude; Latitude; Date/Time,Fraction upper [µm]; Fraction lower [µm]; Sample ID; Na+ [ng/m**3]; K+ [ng/m**3]; Mg2+ [ng/m**3]; Ca2+ [ng/m**3]; Cl- [ng/m**3]; Formic acid [ng/m**3]; Acetic acid [ng/m**3]; Glycolic acid [ng/m**3]; Br- [ng/m**3]; Oxaic acid [ng/m**3]; MSA [ng/m**3]; [SO4]2- [ng/m**3]; Malonic acid [ng/m**3]; Maleic acid [ng/m**3]; Fumaric acid [ng/m**3]; Succinic acid [ng/m**3]; I- [ng/m**3]; GA [ng/m**3]; Malic acid [ng/m**3]; Adipic acid [ng/m**3]; Pimelic acid [ng/m**3]; Pinonic acid [ng/m**3]; Pinic acid [ng/m**3]
190,2024-02-06,No columns with data,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928361,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",NA,NA
191,2024-02-06,No columns with data,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928233,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",NA,NA
192,2024-02-06,No columns with data,10.1594/PANGAEA.928238,https://doi.org/10.1594/PANGAEA.928234,"Feltracco, Matteo; Barbaro, Elena; Spolaor, Andrea; Vecchiato, Marco; Callegaro, Alice; Burgay, Francois; Vardè, Massimiliano; Maffezzoli, Niccolò; Dallo, Federico; Scoto, Federico; Turetta, Clara; Zangrando, Roberta; Barbante, Carlo; Gambaro, Andrea (2021): Water soluble compounds in size-segregated Arctic aerosol at Gruvebadet, Ny-Ålesund in 2013, 2014, 2015 and 2018-2019. PANGAEA, https://doi.org/10.1594/PANGAEA.928238",NA,NA
193,2024-02-06,None,10.1594/PANGAEA.950174,https://doi.org/10.1594/PANGAEA.950174,"Fischer, Philipp; Happel, Lea; Lienkämper, Miriam; Spotowitz, Lisa; Brand, Markus; Brix, Holger (2022): Hydrographical time series data of the littoral zone of Kongsfjorden, Svalbard 2021. PANGAEA, https://doi.org/10.1594/PANGAEA.950174",Longitude; Latitude; Date/Time,Temp conf [±]; Sal conf [±]; O2 sat [%]; O2 sat conf [±]; Turbidity conf [±]
194,2024-02-06,None,10.1594/PANGAEA.927607,https://doi.org/10.1594/PANGAEA.927607,"Fischer, Philipp; Posner, Uwe; Gattuso, Jean-Pierre; Alliouane, Samir; Spotowitz, Lisa; Schwanitz, Max; Brand, Markus; Brix, Holger; Baschek, Burkard (2021): Hydrographical time series data of the littoral zone of Kongsfjorden, Svalbard 2019. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.927607",Longitude; Latitude; Date/Time,Conf [±] (Temperature; 90% confidence v...); Conf [±] (Salinity; 90% confidence valu...); Conf [±] (Chlorophyll a; 90% confidence...); O2 sat [%]; Conf [±] (Oxygen saturation; 90% confid...); Conf [±] (Turbidity; 90% confidence val...)
195,2024-02-06,None,10.1594/PANGAEA.896828,https://doi.org/10.1594/PANGAEA.896828,"Fischer, Philipp; Schwanitz, Max; Brand, Markus; Posner, Uwe; Brix, Holger; Baschek, Burkard (2018): Hydrographical time series data of the littoral zone of Kongsfjorden, Svalbard 2012. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.896828",Longitude; Latitude; Date/Time,NOBS [#] (Chlorophyll a; number of obse...); Conf [±] (Chlorophyll a; 90% confidence...); O2 sat [%] (Temperature and salinity comp...); NOBS [#] (Oxygen saturation; number of ...); Conf [±] (Oxygen saturation; 90% confid...); NOBS [#] (Salinity; number of observati...); Conf [±] (Salinity; 90% confidence valu...); NOBS [#] (Temperature; number of observ...); Conf [±] (Temperature; 90% confidence v...); NOBS [#] (Turbidity; number of observat...); Conf [±] (Turbidity; 90% confidence val...)
196,2024-02-06,None,10.1594/PANGAEA.896822,https://doi.org/10.1594/PANGAEA.896822,"Fischer, Philipp; Schwanitz, Max; Brand, Markus; Posner, Uwe; Brix, Holger; Baschek, Burkard (2018): Hydrographical time series data of the littoral zone of Kongsfjorden, Svalbard 2013. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.896822",Longitude; Latitude; Date/Time,NOBS [#] (Chlorophyll a; number of obse...); Conf [±] (Chlorophyll a; 90% confidence...); O2 sat [%] (Temperature and salinity comp...); NOBS [#] (Oxygen saturation; number of ...); Conf [±] (Oxygen saturation; 90% confid...); NOBS [#] (Salinity; number of observati...); Conf [±] (Salinity; 90% confidence valu...); NOBS [#] (Temperature; number of observ...); Conf [±] (Temperature; 90% confidence v...); NOBS [#] (Turbidity; number of observat...); Conf [±] (Turbidity; 90% confidence val...)
197,2024-02-06,None,10.1594/PANGAEA.896821,https://doi.org/10.1594/PANGAEA.896821,"Fischer, Philipp; Schwanitz, Max; Brand, Markus; Posner, Uwe; Brix, Holger; Baschek, Burkard (2018): Hydrographical time series data of the littoral zone of Kongsfjorden, Svalbard 2014. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.896821",Longitude; Latitude; Date/Time,NOBS [#] (Chlorophyll a; number of obse...); Conf [±] (Chlorophyll a; 90% confidence...); O2 sat [%] (Temperature and salinity comp...); NOBS [#] (Oxygen saturation; number of ...); Conf [±] (Oxygen saturation; 90% confid...); NOBS [#] (Salinity; number of observati...); Conf [±] (Salinity; 90% confidence valu...); NOBS [#] (Temperature; number of observ...); Conf [±] (Temperature; 90% confidence v...); NOBS [#] (Turbidity; number of observat...); Conf [±] (Turbidity; 90% confidence val...)
198,2024-02-06,None,10.1594/PANGAEA.896771,https://doi.org/10.1594/PANGAEA.896771,"Fischer, Philipp; Schwanitz, Max; Brand, Markus; Posner, Uwe; Brix, Holger; Baschek, Burkard (2018): Hydrographical time series data of the littoral zone of Kongsfjorden, Svalbard 2015. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.896771",Longitude; Latitude; Date/Time,NOBS [#] (Chlorophyll a; number of obse...); Conf [±] (Chlorophyll a; 90% confidence...); O2 sat [%] (Temperature and salinity comp...); NOBS [#] (Oxygen saturation; number of ...); Conf [±] (Oxygen saturation; 90% confid...); NOBS [#] (Salinity; number of observati...); Conf [±] (Salinity; 90% confidence valu...); NOBS [#] (Temperature; number of observ...); Conf [±] (Temperature; 90% confidence v...); NOBS [#] (Turbidity; number of observat...); Conf [±] (Turbidity; 90% confidence val...)
199,2024-02-06,None,10.1594/PANGAEA.896770,https://doi.org/10.1594/PANGAEA.896770,"Fischer, Philipp; Schwanitz, Max; Brand, Markus; Posner, Uwe; Brix, Holger; Baschek, Burkard (2018): Hydrographical time series data of the littoral zone of Kongsfjorden, Svalbard 2016. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.896770",Longitude; Latitude; Date/Time,NOBS [#] (Chlorophyll a; number of obse...); Conf [±] (Chlorophyll a; 90% confidence...); O2 sat [%] (Temperature and salinity comp...); NOBS [#] (Oxygen saturation; number of ...); Conf [±] (Oxygen saturation; 90% confid...); NOBS [#] (Salinity; number of observati...); Conf [±] (Salinity; 90% confidence valu...); NOBS [#] (Temperature; number of observ...); Conf [±] (Temperature; 90% confidence v...); NOBS [#] (Turbidity; number of observat...); Conf [±] (Turbidity; 90% confidence val...)
200,2024-02-06,None,10.1594/PANGAEA.896170,https://doi.org/10.1594/PANGAEA.896170,"Fischer, Philipp; Schwanitz, Max; Brand, Markus; Posner, Uwe; Brix, Holger; Baschek, Burkard (2018): Hydrographical time series data of the littoral zone of Kongsfjorden, Svalbard 2017. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.896170",Longitude; Latitude; Date/Time,NOBS [#] (Chlorophyll a; number of obse...); Conf [±] (Chlorophyll a; 90% confidence...); O2 sat [%] (Temperature and salinity comp...); NOBS [#] (Oxygen saturation; number of ...); Conf [±] (Oxygen saturation; 90% confid...); NOBS [#] (Salinity; number of observati...); Conf [±] (Salinity; 90% confidence valu...); NOBS [#] (Temperature; number of observ...); Conf [±] (Temperature; 90% confidence v...); NOBS [#] (Turbidity; number of observat...); Conf [±] (Turbidity; 90% confidence val...)
201,2024-02-06,None,10.1594/PANGAEA.897349,https://doi.org/10.1594/PANGAEA.897349,"Fischer, Philipp; Schwanitz, Max; Brand, Markus; Posner, Uwe; Gattuso, Jean-Pierre; Alliouane, Samir; Brix, Holger; Baschek, Burkard (2019): Hydrographical time series data of the littoral zone of Kongsfjorden, Svalbard 2018. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.897349",Longitude; Latitude; Date/Time,NOBS [#] (Chlorophyll a; number of obse...); Conf [±] (Chlorophyll a; 90% confidence...); O2 sat [%] (Temperature and salinity comp...); NOBS [#] (Oxygen saturation; number of ...); Conf [±] (Oxygen saturation; 90% confid...); NOBS [#] (Salinity; number of observati...); Conf [±] (Salinity; 90% confidence valu...); NOBS [#] (Temperature; number of observ...); Conf [±] (Temperature; 90% confidence v...); NOBS [#] (Turbidity; number of observat...); Conf [±] (Turbidity; 90% confidence val...)
202,2024-02-06,None,10.1594/PANGAEA.874140,https://doi.org/10.1594/PANGAEA.874140,"Fischer, Philipp; Schwanitz, Max; Loth, Reiner; Posner, Uwe; Brand, Markus; Schroeder, Friedhelm (2017): Fish, macroinvertebrates and physical oceanography from the shallow water area of Kongsfjord, Svalbard from 2013 to 2014. PANGAEA, https://doi.org/10.1594/PANGAEA.874140, In supplement to: Fischer, P et al. (2016): First year of the new Arctic AWIPEV-COSYNA cabled Underwater Observatory in Kongsfjorden, Spitsbergen. Ocean Science Discussions, 34 pp, https://doi.org/10.5194/os-2016-52",Longitude; Latitude; Date/Time (UTC); Depth water [m],Class (Depth class); Group; Species; Fish TL [mm]; Comment; Cond [mS/cm]; Comment (Image remarks); Comment (Image correction); Fish [#/m**2]
203,2024-02-06,None,10.1594/PANGAEA.874141,https://doi.org/10.1594/PANGAEA.874140,"Fischer, Philipp; Schwanitz, Max; Loth, Reiner; Posner, Uwe; Brand, Markus; Schroeder, Friedhelm (2017): Fish, macroinvertebrates and physical oceanography including CTD profiling data from the shallow water area of Kongsfjord, Svalbard from 2013 to 2014. PANGAEA, https://doi.org/10.1594/PANGAEA.874141, Supplement to: Fischer, P et al. (2016): First year of the new Arctic AWIPEV-COSYNA cabled Underwater Observatory in Kongsfjorden, Spitsbergen. Ocean Science Discussions, 34 pp, https://doi.org/10.5194/os-2016-52",Longitude; Latitude; Date/Time (UTC); Depth water [m],Class (Depth class); Group; Species; Fish TL [mm]; Comment; Cond [mS/cm]; Comment (Image remarks); Comment (Image correction); Fish [#/m**2]
204,2024-02-06,None,10.1594/PANGAEA.874141,https://doi.org/10.1594/PANGAEA.874138,"Fischer, Philipp; Schwanitz, Max; Loth, Reiner; Posner, Uwe; Brand, Markus; Schroeder, Friedhelm (2017): Fish, macroinvertebrates and physical oceanography including CTD profiling data from the shallow water area of Kongsfjord, Svalbard from 2013 to 2014. PANGAEA, https://doi.org/10.1594/PANGAEA.874141, Supplement to: Fischer, P et al. (2016): First year of the new Arctic AWIPEV-COSYNA cabled Underwater Observatory in Kongsfjorden, Spitsbergen. Ocean Science Discussions, 34 pp, https://doi.org/10.5194/os-2016-52",Longitude; Latitude; Date/Time; Depth water [m],Cond [mS/cm]
205,2024-02-06,None,10.1594/PANGAEA.874138,https://doi.org/10.1594/PANGAEA.874138,"Fischer, Philipp; Schwanitz, Max; Loth, Reiner; Posner, Uwe; Brand, Markus; Schroeder, Friedhelm (2017): Physical oceanography from the shallow water area of Kongsfjord, Svalbard from 2013 to 2014. PANGAEA, https://doi.org/10.1594/PANGAEA.874138, In supplement to: Fischer, P et al. (2016): First year of the new Arctic AWIPEV-COSYNA cabled Underwater Observatory in Kongsfjorden, Spitsbergen. Ocean Science Discussions, 34 pp, https://doi.org/10.5194/os-2016-52",Longitude; Latitude; Date/Time; Depth water [m],Cond [mS/cm]
206,2024-02-06,None,10.1594/PANGAEA.929583,https://doi.org/10.1594/PANGAEA.929583,"Fischer, Philipp; Spotowitz, Lisa; Posner, Uwe; Schwanitz, Max; Brand, Markus; Gattuso, Jean-Pierre; Alliouane, Samir; Friedrich, Madlen; Brix, Holger; Baschek, Burkard (2021): Hydrographical time series data of the littoral zone of Kongsfjorden, Svalbard 2020. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.929583",Longitude; Latitude; Date/Time,Conf [±] (Temperature; 90% confidence v...); Conf [±] (Salinity; 90% confidence valu...); Conf [±] (Chlorophyll a; 90% confidence...); O2 sat [%]; Conf [±] (Oxygen saturation; 90% confid...)
207,2024-02-06,No columns with data,10.1594/PANGAEA.957521,https://doi.org/10.1594/PANGAEA.957521,"Fohlmeister, Friederike; Kurz, Lothar; Kriegel, Martin; Spreen, Gunnar; Immerz, Antonia (2023): Continuous GNSS raw data measured from POLARSTERN deck during the MOSAiC expedition with POLARSTERN to the Arctic on 2020-06-03. PANGAEA, https://doi.org/10.1594/PANGAEA.957521, In: Fohlmeister, F et al. (2023): Continuous GNSS raw data measured from POLARSTERN deck during the MOSAiC expedition with POLARSTERN to the Arctic. PANGAEA, https://doi.org/10.1594/PANGAEA.956114",NA,NA
208,2024-02-06,No data in DOI reference,10.1594/PANGAEA.935366,https://doi.org/10.1594/PANGAEA.935366,"Franke, Kiara; Liesner, Daniel; Heesch, Svenja; Bartsch, Inka (2021): Contrasting temperature chracteristics of Laminaria digitata and Hedophyllum nigripes - C:N-ratio, growth rate, PAM fluorometry, gametogenesis. PANGAEA, https://doi.org/10.1594/PANGAEA.935366",NA,NA
209,2024-02-06,None,10.1594/PANGAEA.749634,https://doi.org/10.1594/PANGAEA.749634,"García-Herrera, Ricardo; Können, Gunther P; Wheeler, Dennis A; Prieto, Maria del Rosario; Jones, Philip D; Koek, Frits B (2010): Meteorological observations during HOOP cruise from Schiedam to Spitsbergen started at 1793-04-10. Gemeentearchief Schiedam, Netherland, PANGAEA, https://doi.org/10.1594/PANGAEA.749634, In: Jones, Philip D; Wheeler, Dennis A; Können, Gunther P; Koek, Frits B; Prieto, Maria del Rosario; García-Herrera, Ricardo (2007): Climatological observations from ship logbooks between 1750 and 1854 (release 2.1). PANGAEA, https://doi.org/10.1594/PANGAEA.611088",Longitude; Latitude; Date/Time,"dd [deg] (Wind direction (from which th...); ff [m/s] (calculated from the descripti...); Landmark (Name of first landmark); Bearing (Bearing of the first landmark); Distance [arbitrary units] (Distance to the first landmark); - (1 If position is considered t...); Watch (Name of the period of 4 hours...); Glasses (Number of glasses within a wa...); Comment (Life on board); Course (Course of the ship during the...); Distance [arbitrary units] (Distance travelled during the...); Comment (Any remark, found in the logb...); Comment (Other remarks, that were not ...); Decl [deg] (It is generally accepted by t...); Wind dir descr (All reported wind directions ...); Wind force descr (All reported wind forces on t...); ww (Weather description); Precip descr; State sea descr; Cloud type; Gusts (1 If wind gusts are reported); Rain (1 If rain was reported); Fog (1 If fog was reported); Thunder (1 If thunder and or lightning...); Hail (1 If hail was reported); ID (CLIWOC 2.1 line number)"
210,2024-02-06,None,10.1594/PANGAEA.750998,https://doi.org/10.1594/PANGAEA.750998,"García-Herrera, Ricardo; Können, Gunther P; Wheeler, Dennis A; Prieto, Maria del Rosario; Jones, Philip D; Koek, Frits B (2010): Meteorological observations during ONVERWAGT cruise from Schiedam to Spitsbergen started at 1794-04-06. Nationaal Archief of the Netherlands, Den Haag, Netherland, PANGAEA, https://doi.org/10.1594/PANGAEA.750998, In: Jones, Philip D; Wheeler, Dennis A; Können, Gunther P; Koek, Frits B; Prieto, Maria del Rosario; García-Herrera, Ricardo (2007): Climatological observations from ship logbooks between 1750 and 1854 (release 2.1). PANGAEA, https://doi.org/10.1594/PANGAEA.611088",Longitude; Latitude; Date/Time,"dd [deg] (Wind direction (from which th...); ff [m/s] (calculated from the descripti...); Image (Identification Number of the ...); Landmark (Name of first landmark); - (1 If position is considered t...); Watch (Name of the period of 4 hours...); Glasses (Number of glasses within a wa...); Course (Course of the ship during the...); Distance [arbitrary units] (Distance travelled during the...); Comment (Any remark, found in the logb...); Comment (Other remarks, that were not ...); Decl [deg] (It is generally accepted by t...); Wind dir descr (All reported wind directions ...); Wind force descr (All reported wind forces on t...); ww (Weather description); Precip descr; Cloud type; Gusts (1 If wind gusts are reported); Rain (1 If rain was reported); Fog (1 If fog was reported); Thunder (1 If thunder and or lightning...); Hail (1 If hail was reported); ID (CLIWOC 2.1 line number)"
211,2024-02-06,None,10.1594/PANGAEA.751663,https://doi.org/10.1594/PANGAEA.751663,"García-Herrera, Ricardo; Können, Gunther P; Wheeler, Dennis A; Prieto, Maria del Rosario; Jones, Philip D; Koek, Frits B (2010): Meteorological observations during RACEHORSE cruise from Whitby Bay to Vogle Sound started at 1773-06-14. National Maritime Museum, Greenwich, United Kingdom, PANGAEA, https://doi.org/10.1594/PANGAEA.751663, In: Jones, Philip D; Wheeler, Dennis A; Können, Gunther P; Koek, Frits B; Prieto, Maria del Rosario; García-Herrera, Ricardo (2007): Climatological observations from ship logbooks between 1750 and 1854 (release 2.1). PANGAEA, https://doi.org/10.1594/PANGAEA.611088",Longitude; Latitude; Date/Time,"dd [deg] (Wind direction (from which th...); ff [m/s] (calculated from the descripti...); Landmark (Name of first landmark); Bearing (Bearing of the first landmark); Distance [arbitrary units] (Distance to the first landmark); - (1 If position is considered t...); Course (Course of the ship during the...); Distance [arbitrary units] (Distance travelled during the...); Comment (Other remarks, that were not ...); Comm 2 (Other remarks); Decl [deg] (It is generally accepted by t...); Wind dir descr (All reported wind directions ...); Cur dir descr (Direction of the current. Thi...); Wind force descr (All reported wind forces on t...); ww (Weather description); Precip descr; State sea descr; Clearness; Gusts (1 If wind gusts are reported); Rain (1 If rain was reported); Fog (1 If fog was reported); Thunder (1 If thunder and or lightning...); Hail (1 If hail was reported); ID (CLIWOC 2.1 line number)"
212,2024-02-06,None,10.1594/PANGAEA.957028,https://doi.org/10.1594/PANGAEA.957028,"Gattuso, Jean-Pierre; Alliouane, Samir; Fischer, Philipp (2023): High-frequency, year-round time series of the carbonate chemistry in a high-Arctic fjord (Svalbard). PANGAEA, https://doi.org/10.1594/PANGAEA.957028","Date/Time ([UTC+0]); Press [dbar] (Profiling system, Multi param...)",DIC [µmol/kg] (In situ (discrete sample))
213,2024-02-06,None,10.1594/PANGAEA.960131,https://doi.org/10.1594/PANGAEA.960131,"Gattuso, Jean-Pierre; Alliouane, Samir; Fischer, Philipp (2023): High-frequency, year-round time series of the carbonate chemistry in a high-Arctic fjord (Svalbard) v2. PANGAEA, https://doi.org/10.1594/PANGAEA.960131","Date/Time ([UTC+0]); Press [dbar] (Profiling system, Multi param...)",DIC [µmol/kg] (In situ (discrete sample))
214,2024-02-06,No columns with data,10.1594/PANGAEA.960013,https://doi.org/10.1594/PANGAEA.960013,"Gierens, Rosa; Krobot, Pavel; Ebell, Kerstin (2023): Cloud radar Doppler spectra measured with JOYRAD-94 at AWIPEV, Ny-Ålesund (January 2021 - June 2022). PANGAEA, https://doi.org/10.1594/PANGAEA.960013, In: Gierens, Rosa; Krobot, Pavel; Küchler, Nils; Nomokonova, Tatiana; Ebell, Kerstin (2023): 94 GHz (W-band) Doppler cloud radar measurements at AWIPEV, Ny-Ålesund (2016-2022). PANGAEA, https://doi.org/10.1594/PANGAEA.959786",NA,NA
215,2024-02-06,No columns with data,10.1594/PANGAEA.959914,https://doi.org/10.1594/PANGAEA.959914,"Gierens, Rosa; Krobot, Pavel; Ebell, Kerstin (2023): Cloud radar Doppler spectra measured with JOYRAD-94 at AWIPEV, Ny-Ålesund (June 2019 - December 2020). PANGAEA, https://doi.org/10.1594/PANGAEA.959914, In: Gierens, Rosa; Krobot, Pavel; Küchler, Nils; Nomokonova, Tatiana; Ebell, Kerstin (2023): 94 GHz (W-band) Doppler cloud radar measurements at AWIPEV, Ny-Ålesund (2016-2022). PANGAEA, https://doi.org/10.1594/PANGAEA.959786",NA,NA
