/* DATA DESCRIPTION:
Citation:	International Hydrographic Organization, IHO; Sieger, Rainer (2012): Limits of oceans and seas in digitized, machine readable form. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.777975
Related to:	International Hydrographic Organization, IHO (1953): Limits of Oceans and Seas. International Hydrographic Organization, Special Publication No 23, 3rd Edition, IMP, Monégasque - Monte-Carlo, 45 pp, hdl:10013/epic.37175.d001
Other version:	KML file containing the polygons of Oceans and Seas (URI: hdl:10013/epic.37175.d016)
Coverage:	MEDIAN LATITUDE: 22.632368 * MEDIAN LONGITUDE: 42.076221 * SOUTH-BOUND LATITUDE: -78.920994 * WEST-BOUND LONGITUDE: -179.998993 * NORTH-BOUND LATITUDE: 90.000000 * EAST-BOUND LONGITUDE: 179.998993
Comment:	This dataset is the digitized version of the printed "Limits of Oceans and Seas" (IHO, 1953). The report describes the boundaries of 148 oceans and seas. The given positions were typed into a spreadsheet and were completed to a right ordered polygon by hand using Google Earth. The dataset consists of five columns. The first column contains the name of the ocean or sea, column 2 and 3 contain the position of each polygon point (latitude, longitude). Column 4 contains an area index, column 5 a polygon index. These two indices structurize the dataset.
	The other version link provides a Google Earth layer in KML format (zipped). This layer consists of all polygons and names of oceans or seas at area centroid position given in dataset doi:10.1594/PANGAEA.777976.
Parameter(s):	Name (Name) * COMMENT: of ocean or sea
	LATITUDE (Latitude) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	Index (Index) * COMMENT: of ocean or sea
	Index (Index) * COMMENT: polygon position
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	7629 data points
*/
Name (of ocean or sea)	Latitude	Longitude	Index (of ocean or sea)	Index (polygon position)
North Atlantic Ocean	61.00000	5.00000	250001001	1
North Atlantic Ocean	60.70000	7.05000	250001001	2
North Atlantic Ocean	57.98000	7.05000	250001001	3
North Atlantic Ocean	60.00000	10.00000	250001001	4
North Atlantic Ocean	60.00000	12.00000	250001001	5
North Atlantic Ocean	57.75000	12.00000	250001001	6
North Atlantic Ocean	57.75000	10.59700	250001001	7
North Atlantic Ocean	57.07000	9.36000	250001001	8
North Atlantic Ocean	57.07000	8.61000	250001001	9
North Atlantic Ocean	55.50000	8.61000	250001001	10
North Atlantic Ocean	53.47000	10.03000	250001001	11
North Atlantic Ocean	50.96000	4.00000	250001001	12
North Atlantic Ocean	50.96000	1.92000	250001001	13
North Atlantic Ocean	49.86019	1.50601	250001001	14
North Atlantic Ocean	49.11273	-0.38511	250001001	15
North Atlantic Ocean	49.55129	-1.75911	250001001	16
North Atlantic Ocean	48.60607	-1.31780	250001001	17
North Atlantic Ocean	48.25000	-4.00000	250001001	18
North Atlantic Ocean	47.00000	-0.40000	250001001	19
North Atlantic Ocean	43.10000	-0.40000	250001001	20
North Atlantic Ocean	43.10000	-8.45000	250001001	21
North Atlantic Ocean	37.40000	-8.45000	250001001	22
North Atlantic Ocean	37.40000	-6.03500	250001001	23
North Atlantic Ocean	36.16700	-6.03500	250001001	24
North Atlantic Ocean	35.75217	-5.93334	250001001	25
North Atlantic Ocean	33.86680	-6.71049	250001001	26
North Atlantic Ocean	32.75000	-8.75000	250001001	27
North Atlantic Ocean	31.00000	-8.75000	250001001	28
North Atlantic Ocean	20.00000	-16.00000	250001001	29
North Atlantic Ocean	7.00000	-10.80000	250001001	30
North Atlantic Ocean	4.36700	-7.72800	250001001	31
North Atlantic Ocean	5.48122	-5.55404	250001001	32
North Atlantic Ocean	6.87822	3.14308	250001001	33
North Atlantic Ocean	4.38217	10.16518	250001001	34
North Atlantic Ocean	-0.61670	10.20000	250001001	35
North Atlantic Ocean	-0.61670	8.71670	250001001	36
North Atlantic Ocean	0.00000	6.41670	250001001	37
North Atlantic Ocean	0.00000	-51.00000	250001001	38
North Atlantic Ocean	8.65000	-62.46000	250001001	39
North Atlantic Ocean	7.42000	-76.37000	250001001	40
North Atlantic Ocean	8.00000	-77.70000	250001001	41
North Atlantic Ocean	9.15000	-78.40000	250001001	42
North Atlantic Ocean	9.15000	-79.50000	250001001	43
North Atlantic Ocean	8.20000	-80.70000	250001001	44
North Atlantic Ocean	8.61000	-82.27000	250001001	45
North Atlantic Ocean	14.00000	-86.00000	250001001	46
North Atlantic Ocean	15.00000	-90.00000	250001001	47
North Atlantic Ocean	17.91552	-94.57031	250001001	48
North Atlantic Ocean	20.02430	-98.13548	250001001	49
North Atlantic Ocean	30.09812	-97.68851	250001001	50
North Atlantic Ocean	31.20000	-82.75000	250001001	51
North Atlantic Ocean	44.14000	-77.00000	250001001	52
North Atlantic Ocean	53.50000	-61.00000	250001001	53
North Atlantic Ocean	60.00000	-64.50000	250001001	54
North Atlantic Ocean	60.00000	-43.91700	250001001	55
North Atlantic Ocean	65.60000	-41.30000	250001001	56
North Atlantic Ocean	67.85000	-32.18333	250001001	57
North Atlantic Ocean	65.50417	-24.53889	250001001	58
North Atlantic Ocean	65.75000	-22.10000	250001001	59
North Atlantic Ocean	65.10000	-21.00000	250001001	60
North Atlantic Ocean	64.50000	-20.60000	250001001	61
North Atlantic Ocean	64.24028	-14.96389	250001001	62
North Atlantic Ocean	62.34306	-6.24722	250001001	63
North Atlantic Ocean	61.00000	-0.88333	250001001	64
North Atlantic Ocean	61.00000	5.00000	250001001	65
Atlantic Ocean	61.00000	5.00000	250000001	1
Atlantic Ocean	60.70000	7.05000	250000001	2
Atlantic Ocean	57.98000	7.05000	250000001	3
Atlantic Ocean	60.00000	10.00000	250000001	4
Atlantic Ocean	60.00000	12.00000	250000001	5
Atlantic Ocean	57.75000	12.00000	250000001	6
Atlantic Ocean	57.75000	10.59700	250000001	7
Atlantic Ocean	57.07000	9.36000	250000001	8
Atlantic Ocean	57.07000	8.61000	250000001	9
Atlantic Ocean	55.50000	8.61000	250000001	10
Atlantic Ocean	53.47000	10.03000	250000001	11
Atlantic Ocean	50.96000	4.00000	250000001	12
Atlantic Ocean	50.96000	1.92000	250000001	13
Atlantic Ocean	49.86019	1.50601	250000001	14
Atlantic Ocean	49.11273	-0.38511	250000001	15
Atlantic Ocean	49.55129	-1.75911	250000001	16
Atlantic Ocean	48.60607	-1.31780	250000001	17
Atlantic Ocean	48.25000	-4.00000	250000001	18
Atlantic Ocean	47.00000	-0.40000	250000001	19
Atlantic Ocean	43.10000	-0.40000	250000001	20
Atlantic Ocean	43.10000	-8.45000	250000001	21
Atlantic Ocean	37.40000	-8.45000	250000001	22
Atlantic Ocean	37.40000	-6.03500	250000001	23
Atlantic Ocean	36.16700	-6.03500	250000001	24
Atlantic Ocean	35.75217	-5.93334	250000001	25
Atlantic Ocean	33.86680	-6.71049	250000001	26
Atlantic Ocean	32.75000	-8.75000	250000001	27
Atlantic Ocean	31.00000	-8.75000	250000001	28
Atlantic Ocean	20.00000	-16.00000	250000001	29
Atlantic Ocean	7.00000	-10.80000	250000001	30
Atlantic Ocean	4.36700	-7.72800	250000001	31
Atlantic Ocean	5.48122	-5.55404	250000001	32
Atlantic Ocean	6.87822	3.14308	250000001	33
Atlantic Ocean	4.38217	10.16518	250000001	34
Atlantic Ocean	-0.61670	10.20000	250000001	35
Atlantic Ocean	-0.61670	15.00000	250000001	36
Atlantic Ocean	-34.83300	20.00000	250000001	37
Atlantic Ocean	-65.00000	20.00000	250000001	38
Atlantic Ocean	-66.00000	20.00000	250000001	39
Atlantic Ocean	-69.95520	20.09534	250000001	40
Atlantic Ocean	-70.31241	20.07398	250000001	41
Atlantic Ocean	-70.71610	-2.79509	250000001	42
Atlantic Ocean	-70.95141	-10.43026	250000001	43
Atlantic Ocean	-78.23260	-36.15233	250000001	44
Atlantic Ocean	-78.09248	-47.28803	250000001	45
Atlantic Ocean	-75.12278	-62.83340	250000001	46
Atlantic Ocean	-72.78973	-61.50000	250000001	47
Atlantic Ocean	-68.81303	-65.63276	250000001	48
Atlantic Ocean	-67.15357	-67.18794	250000001	49
Atlantic Ocean	-55.97900	-67.26700	250000001	50
Atlantic Ocean	-52.65800	-68.60800	250000001	51
Atlantic Ocean	-52.33300	-68.35600	250000001	52
Atlantic Ocean	-48.00000	-71.00000	250000001	53
Atlantic Ocean	0.00000	-51.00000	250000001	54
Atlantic Ocean	8.65000	-62.46000	250000001	55
Atlantic Ocean	7.42000	-76.37000	250000001	56
Atlantic Ocean	8.00000	-77.70000	250000001	57
Atlantic Ocean	9.15000	-78.40000	250000001	58
Atlantic Ocean	9.15000	-79.50000	250000001	59
Atlantic Ocean	8.20000	-80.70000	250000001	60
Atlantic Ocean	8.61000	-82.27000	250000001	61
Atlantic Ocean	14.00000	-86.00000	250000001	62
Atlantic Ocean	15.00000	-90.00000	250000001	63
Atlantic Ocean	17.91552	-94.57031	250000001	64
Atlantic Ocean	20.02430	-98.13548	250000001	65
Atlantic Ocean	30.09812	-97.68851	250000001	66
Atlantic Ocean	31.20000	-82.75000	250000001	67
Atlantic Ocean	44.14000	-77.00000	250000001	68
Atlantic Ocean	53.50000	-61.00000	250000001	69
Atlantic Ocean	60.00000	-64.50000	250000001	70
Atlantic Ocean	60.00000	-43.91700	250000001	71
Atlantic Ocean	65.60000	-41.30000	250000001	72
Atlantic Ocean	67.85000	-32.18333	250000001	73
Atlantic Ocean	65.50417	-24.53889	250000001	74
Atlantic Ocean	65.75000	-22.10000	250000001	75
Atlantic Ocean	65.10000	-21.00000	250000001	76
Atlantic Ocean	64.50000	-20.60000	250000001	77
Atlantic Ocean	64.24028	-14.96389	250000001	78
Atlantic Ocean	62.34306	-6.24722	250000001	79
Atlantic Ocean	61.00000	-0.88333	250000001	80
Atlantic Ocean	61.00000	5.00000	250000001	81
Tirreno Sea	43.00000	10.53000	240001016	1
Tirreno Sea	43.00000	11.00000	240001016	2
Tirreno Sea	41.20000	15.00000	240001016	3
Tirreno Sea	39.00000	16.70000	240001016	4
Tirreno Sea	38.25170	16.00000	240001016	5
Tirreno Sea	38.25170	15.70280	240001016	6
Tirreno Sea	38.26670	15.65470	240001016	7
Tirreno Sea	37.50000	14.60000	240001016	8
Tirreno Sea	37.79920	12.42500	240001016	9
Tirreno Sea	38.86390	8.64500	240001016	10
Tirreno Sea	41.23750	9.13889	240001016	11
Tirreno Sea	41.39110	9.09778	240001016	12
Tirreno Sea	43.00000	9.44389	240001016	13
Tirreno Sea	43.00000	10.53000	240001016	14
Strait of Sicilia	36.66670	15.13330	240001015	1
Strait of Sicilia	35.23330	15.13330	240001015	2
Strait of Sicilia	35.23330	11.16670	240001015	3
Strait of Sicilia	36.06125	10.32205	240001015	4
Strait of Sicilia	37.08330	11.04440	240001015	5
Strait of Sicilia	37.79920	12.42500	240001015	6
Strait of Sicilia	37.20055	14.22797	240001015	7
Strait of Sicilia	36.66670	15.13330	240001015	8
Strait of Gibraltar	36.16700	-6.03500	240001014	1
Strait of Gibraltar	36.20227	-5.92883	240001014	2
Strait of Gibraltar	36.04886	-5.59215	240001014	3
Strait of Gibraltar	36.07770	-5.46705	240001014	4
Strait of Gibraltar	36.19762	-5.45835	240001014	5
Strait of Gibraltar	36.20000	-5.37000	240001014	6
Strait of Gibraltar	36.11060	-5.34444	240001014	7
Strait of Gibraltar	35.90140	-5.27778	240001014	8
Strait of Gibraltar	35.87637	-5.39645	240001014	9
Strait of Gibraltar	35.76154	-5.77864	240001014	10
Strait of Gibraltar	35.75217	-5.93334	240001014	11
Strait of Gibraltar	36.16700	-6.03500	240001014	12
Sea of Marmara	40.00970	26.19860	240001013	1
Sea of Marmara	40.04440	26.17500	240001013	2
Sea of Marmara	40.75000	27.06000	240001013	3
Sea of Marmara	41.01838	27.51929	240001013	4
Sea of Marmara	41.23500	29.11580	240001013	5
Sea of Marmara	41.21920	29.15110	240001013	6
Sea of Marmara	41.00000	30.00000	240001013	7
Sea of Marmara	40.50000	30.00000	240001013	8
Sea of Marmara	40.28398	28.96070	240001013	9
Sea of Marmara	40.00970	26.19860	240001013	10
Sea of Azov	45.09310	36.44720	240001012	1
Sea of Azov	45.20000	34.50000	240001012	2
Sea of Azov	46.24700	33.60000	240001012	3
Sea of Azov	47.50000	38.00000	240001012	4
Sea of Azov	47.50000	39.40000	240001012	5
Sea of Azov	46.00000	39.40000	240001012	6
Sea of Azov	45.13330	38.00000	240001012	7
Sea of Azov	45.13330	36.63000	240001012	8
Sea of Azov	45.09310	36.44720	240001012	9
Ligure Sea	43.00000	10.53000	240001011	1
Ligure Sea	43.00000	9.44389	240001011	2
Ligure Sea	43.00830	9.35833	240001011	3
Ligure Sea	43.78500	7.53111	240001011	4
Ligure Sea	44.00000	8.00000	240001011	5
Ligure Sea	44.50000	8.74000	240001011	6
Ligure Sea	44.00000	10.40000	240001011	7
Ligure Sea	43.50000	10.75000	240001011	8
Ligure Sea	43.00000	10.53000	240001011	9
Ionian Sea	36.66670	15.13330	240001010	1
Ionian Sea	37.50000	14.60000	240001010	2
Ionian Sea	38.26670	15.65470	240001010	3
Ionian Sea	38.25170	15.70280	240001010	4
Ionian Sea	38.25170	16.00000	240001010	5
Ionian Sea	39.00000	16.70000	240001010	6
Ionian Sea	39.76793	16.12573	240001010	7
Ionian Sea	40.68047	16.75657	240001010	8
Ionian Sea	40.50000	18.00000	240001010	9
Ionian Sea	39.79440	18.36810	240001010	10
Ionian Sea	39.75280	19.63330	240001010	11
Ionian Sea	39.74500	19.94170	240001010	12
Ionian Sea	39.74310	19.98890	240001010	13
Ionian Sea	39.74310	20.13000	240001010	14
Ionian Sea	39.00000	22.00000	240001010	15
Ionian Sea	38.00000	22.00000	240001010	16
Ionian Sea	36.43750	23.20000	240001010	17
Ionian Sea	35.89000	23.30830	240001010	18
Ionian Sea	35.82500	23.32500	240001010	19
Ionian Sea	36.66670	15.13330	240001010	20
Black Sea	41.23500	29.11580	240001009	1
Black Sea	41.53289	27.94611	240001009	2
Black Sea	42.45000	27.20000	240001009	3
Black Sea	46.80000	30.00000	240001009	4
Black Sea	46.80000	32.50000	240001009	5
Black Sea	46.24700	33.60000	240001009	6
Black Sea	45.20000	34.50000	240001009	7
Black Sea	45.09310	36.44720	240001009	8
Black Sea	45.13330	36.63000	240001009	9
Black Sea	45.13330	38.00000	240001009	10
Black Sea	43.00000	42.00000	240001009	11
Black Sea	40.50000	42.00000	240001009	12
Black Sea	41.00000	30.00000	240001009	13
Black Sea	41.21920	29.15110	240001009	14
Black Sea	41.23500	29.11580	240001009	15
Balear Sea	41.89000	3.20278	240001008	1
Balear Sea	39.99470	4.26944	240001008	2
Balear Sea	39.81390	4.28833	240001008	3
Balear Sea	39.79920	4.29667	240001008	4
Balear Sea	39.80080	4.28250	240001008	5
Balear Sea	39.12640	2.96111	240001008	6
Balear Sea	38.65000	1.56944	240001008	7
Balear Sea	38.67490	1.47890	240001008	8
Balear Sea	38.64440	1.38611	240001008	9
Balear Sea	38.80000	0.19444	240001008	10
Balear Sea	38.80000	-0.50000	240001008	11
Balear Sea	40.00000	-0.50000	240001008	12
Balear Sea	41.00000	0.50000	240001008	13
Balear Sea	41.89000	3.20278	240001008	14
Alboran Sea	36.20000	-5.37000	240001007	1
Alboran Sea	36.72302	-5.05815	240001007	2
Alboran Sea	37.00000	-2.19167	240001007	3
Alboran Sea	36.72220	-2.19167	240001007	4
Alboran Sea	35.57500	-1.19444	240001007	5
Alboran Sea	34.99906	-1.27860	240001007	6
Alboran Sea	35.16662	-5.11415	240001007	7
Alboran Sea	35.87637	-5.39645	240001007	8
Alboran Sea	35.90140	-5.27778	240001007	9
Alboran Sea	36.11060	-5.34444	240001007	10
Alboran Sea	36.20000	-5.37000	240001007	11
Aegean Sea	36.43750	23.20000	240001006	1
Aegean Sea	38.00000	22.00000	240001006	2
Aegean Sea	39.00000	22.00000	240001006	3
Aegean Sea	40.80000	22.50000	240001006	4
Aegean Sea	41.30000	25.00000	240001006	5
Aegean Sea	40.75000	27.06000	240001006	6
Aegean Sea	40.04440	26.17500	240001006	7
Aegean Sea	40.00970	26.19860	240001006	8
Aegean Sea	39.60000	27.00000	240001006	9
Aegean Sea	37.20000	27.70000	240001006	10
Aegean Sea	37.00000	28.40000	240001006	11
Aegean Sea	36.69060	28.22500	240001006	12
Aegean Sea	36.45830	28.22080	240001006	13
Aegean Sea	35.87920	27.75000	240001006	14
Aegean Sea	35.54580	27.21940	240001006	15
Aegean Sea	35.39670	27.13670	240001006	16
Aegean Sea	35.19720	26.31670	240001006	17
Aegean Sea	35.10000	25.00000	240001006	18
Aegean Sea	35.64860	23.57640	240001006	19
Aegean Sea	35.82500	23.32500	240001006	20
Aegean Sea	35.89000	23.30830	240001006	21
Aegean Sea	36.43750	23.20000	240001006	22
Adriatic Sea	45.16183	11.21298	240001005	1
Adriatic Sea	46.36829	14.39969	240001005	2
Adriatic Sea	42.00000	20.13000	240001005	3
Adriatic Sea	39.74310	20.13000	240001005	4
Adriatic Sea	39.74310	19.98890	240001005	5
Adriatic Sea	39.74500	19.94170	240001005	6
Adriatic Sea	39.75280	19.63330	240001005	7
Adriatic Sea	39.79440	18.36810	240001005	8
Adriatic Sea	40.50000	18.00000	240001005	9
Adriatic Sea	41.20000	15.00000	240001005	10
Adriatic Sea	45.16183	11.21298	240001005	11
Western Basin	45.00000	5.00000	240001004	1
Western Basin	45.00000	10.00000	240001004	2
Western Basin	41.20000	15.00000	240001004	3
Western Basin	39.00000	16.70000	240001004	4
Western Basin	38.25170	16.00000	240001004	5
Western Basin	38.25170	15.70280	240001004	6
Western Basin	38.26670	15.65470	240001004	7
Western Basin	37.50000	14.60000	240001004	8
Western Basin	37.79920	12.42500	240001004	9
Western Basin	37.08330	11.04440	240001004	10
Western Basin	34.90000	9.10000	240001004	11
Western Basin	34.99906	-1.27860	240001004	12
Western Basin	34.90000	-5.00000	240001004	13
Western Basin	35.50000	-5.92500	240001004	14
Western Basin	36.16700	-6.03500	240001004	15
Western Basin	45.00000	5.00000	240001004	16
Eastern Basin	34.90000	9.10000	240001003	1
Eastern Basin	37.08330	11.04440	240001003	2
Eastern Basin	37.79920	12.42500	240001003	3
Eastern Basin	37.50000	14.60000	240001003	4
Eastern Basin	38.26670	15.65470	240001003	5
Eastern Basin	38.25170	15.70280	240001003	6
Eastern Basin	38.25170	16.00000	240001003	7
Eastern Basin	39.00000	16.70000	240001003	8
Eastern Basin	41.20000	15.00000	240001003	9
Eastern Basin	45.00000	10.00000	240001003	10
Eastern Basin	47.50000	15.00000	240001003	11
Eastern Basin	45.00000	20.00000	240001003	12
Eastern Basin	40.75000	27.06000	240001003	13
Eastern Basin	40.04440	26.17500	240001003	14
Eastern Basin	40.00970	26.19860	240001003	15
Eastern Basin	37.20000	36.50000	240001003	16
Eastern Basin	31.50000	36.50000	240001003	17
Eastern Basin	30.00000	32.00000	240001003	18
Eastern Basin	30.00000	13.00000	240001003	19
Eastern Basin	34.90000	9.10000	240001003	20
Mediterranean Sea	36.16700	-6.03500	240001002	1
Mediterranean Sea	45.00000	5.00000	240001002	2
Mediterranean Sea	45.00000	10.00000	240001002	3
Mediterranean Sea	47.50000	15.00000	240001002	4
Mediterranean Sea	45.00000	20.00000	240001002	5
Mediterranean Sea	40.75000	27.06000	240001002	6
Mediterranean Sea	40.04440	26.17500	240001002	7
Mediterranean Sea	40.00970	26.19860	240001002	8
Mediterranean Sea	37.20000	36.50000	240001002	9
Mediterranean Sea	31.50000	36.50000	240001002	10
Mediterranean Sea	30.00000	32.00000	240001002	11
Mediterranean Sea	30.00000	13.00000	240001002	12
Mediterranean Sea	34.90000	9.10000	240001002	13
Mediterranean Sea	34.99906	-1.27860	240001002	14
Mediterranean Sea	34.90000	-5.00000	240001002	15
Mediterranean Sea	35.50000	-5.92500	240001002	16
Mediterranean Sea	35.75217	-5.93334	240001002	17
Mediterranean Sea	36.16700	-6.03500	240001002	18
Mediterranean Region	36.16700	-6.03500	240001001	1
Mediterranean Region	45.00000	5.00000	240001001	2
Mediterranean Region	45.00000	10.00000	240001001	3
Mediterranean Region	47.50000	15.00000	240001001	4
Mediterranean Region	47.50000	42.50000	240001001	5
Mediterranean Region	36.00000	42.50000	240001001	6
Mediterranean Region	31.50000	36.50000	240001001	7
Mediterranean Region	30.00000	32.00000	240001001	8
Mediterranean Region	30.00000	13.00000	240001001	9
Mediterranean Region	34.90000	9.10000	240001001	10
Mediterranean Region	34.99906	-1.27860	240001001	11
Mediterranean Region	34.90000	-5.00000	240001001	12
Mediterranean Region	35.50000	-5.92500	240001001	13
Mediterranean Region	35.75217	-5.93334	240001001	14
Mediterranean Region	36.16700	-6.03500	240001001	15
Riiser-Larsen Sea	-65.00000	20.00000	230001019	1
Riiser-Larsen Sea	-65.00000	35.00000	230001019	2
Riiser-Larsen Sea	-70.39217	35.06174	230001019	3
Riiser-Larsen Sea	-70.31241	20.07398	230001019	4
Riiser-Larsen Sea	-69.95520	20.09534	230001019	5
Riiser-Larsen Sea	-66.00000	20.00000	230001019	6
Riiser-Larsen Sea	-65.00000	20.00000	230001019	7
Red Sea	28.02500	34.62080	230001018	1
Red Sea	28.32557	35.25868	230001018	2
Red Sea	17.73062	42.55890	230001018	3
Red Sea	12.67220	43.50560	230001018	4
Red Sea	12.48060	43.31940	230001018	5
Red Sea	14.93907	39.59816	230001018	6
Red Sea	18.59752	37.35620	230001018	7
Red Sea	27.45000	33.50000	230001018	8
Red Sea	27.45000	34.03610	230001018	9
Red Sea	27.72640	34.25000	230001018	10
Red Sea	27.91390	34.55000	230001018	11
Red Sea	27.96940	34.58330	230001018	12
Red Sea	28.02500	34.62080	230001018	13
Prydz Bay	-65.00000	67.00000	230001017	1
Prydz Bay	-65.00000	84.00000	230001017	2
Prydz Bay	-69.25690	83.93493	230001017	3
Prydz Bay	-69.25690	67.04725	230001017	4
Prydz Bay	-65.00000	67.00000	230001017	5
Persian Gulf	25.94310	56.45830	230001016	1
Persian Gulf	25.74311	56.16059	230001016	2
Persian Gulf	24.00000	54.00000	230001016	3
Persian Gulf	23.78175	51.41798	230001016	4
Persian Gulf	30.00000	47.00000	230001016	5
Persian Gulf	30.79513	49.54208	230001016	6
Persian Gulf	27.94205	52.12182	230001016	7
Persian Gulf	26.60000	54.60000	230001016	8
Persian Gulf	27.40000	56.00000	230001016	9
Persian Gulf	27.00000	57.30000	230001016	10
Persian Gulf	25.79170	57.30000	230001016	11
Persian Gulf	25.94310	56.45830	230001016	12
Palk Bay, Palk Strait	10.29170	79.87500	230001015	1
Palk Bay, Palk Strait	9.82500	80.25000	230001015	2
Palk Bay, Palk Strait	9.50000	80.47500	230001015	3
Palk Bay, Palk Strait	9.00000	80.00000	230001015	4
Palk Bay, Palk Strait	9.11000	79.70000	230001015	5
Palk Bay, Palk Strait	9.09909	79.52619	230001015	6
Palk Bay, Palk Strait	9.23400	79.32200	230001015	7
Palk Bay, Palk Strait	9.35487	78.80068	230001015	8
Palk Bay, Palk Strait	10.31730	79.26691	230001015	9
Palk Bay, Palk Strait	10.29170	79.87500	230001015	10
Mozambique Channel	-10.46670	40.43330	230001014	1
Mozambique Channel	-11.36670	43.37500	230001014	2
Mozambique Channel	-11.95000	49.26670	230001014	3
Mozambique Channel	-25.59170	45.14170	230001014	4
Mozambique Channel	-26.84310	32.89440	230001014	5
Mozambique Channel	-26.84310	32.00000	230001014	6
Mozambique Channel	-25.70000	31.50000	230001014	7
Mozambique Channel	-20.00000	33.50000	230001014	8
Mozambique Channel	-15.00000	38.50000	230001014	9
Mozambique Channel	-10.46670	40.43330	230001014	10
Malacca Strait	5.65556	95.43330	230001013	1
Malacca Strait	7.75833	98.30830	230001013	2
Malacca Strait	8.47000	98.40000	230001013	3
Malacca Strait	8.47000	99.00000	230001013	4
Malacca Strait	1.59784	103.42724	230001013	5
Malacca Strait	1.26500	103.51700	230001013	6
Malacca Strait	1.19028	103.35300	230001013	7
Malacca Strait	1.16528	103.38300	230001013	8
Malacca Strait	1.09444	102.98300	230001013	9
Malacca Strait	0.83410	102.38237	230001013	10
Malacca Strait	5.65556	95.43330	230001013	11
Lakshadweep Sea	-0.70000	73.15830	230001012	1
Lakshadweep Sea	13.70000	72.16670	230001012	2
Lakshadweep Sea	14.81940	74.06000	230001012	3
Lakshadweep Sea	8.07778	77.55000	230001012	4
Lakshadweep Sea	6.02500	80.21670	230001012	5
Lakshadweep Sea	5.91667	80.58330	230001012	6
Lakshadweep Sea	-0.70000	73.15830	230001012	7
Gulf of Suez	27.72640	34.25000	230001011	1
Gulf of Suez	27.45000	34.03610	230001011	2
Gulf of Suez	27.45000	33.50000	230001011	3
Gulf of Suez	28.62775	32.78389	230001011	4
Gulf of Suez	29.58363	32.29037	230001011	5
Gulf of Suez	29.98666	32.40301	230001011	6
Gulf of Suez	29.98033	32.63346	230001011	7
Gulf of Suez	27.72640	34.25000	230001011	8
Gulf of Oman	25.01940	61.73750	230001010	1
Gulf of Oman	22.53330	59.79170	230001010	2
Gulf of Oman	22.48193	59.49825	230001010	3
Gulf of Oman	24.31704	56.39509	230001010	4
Gulf of Oman	25.74311	56.16059	230001010	5
Gulf of Oman	25.94310	56.45830	230001010	6
Gulf of Oman	25.79170	57.30000	230001010	7
Gulf of Oman	25.27780	61.75432	230001010	8
Gulf of Oman	25.01940	61.73750	230001010	9
Gulf of Mannar	9.23400	79.32200	230001009	1
Gulf of Mannar	9.09909	79.52619	230001009	2
Gulf of Mannar	9.11000	79.70000	230001009	3
Gulf of Mannar	9.00000	80.00000	230001009	4
Gulf of Mannar	6.02500	80.21670	230001009	5
Gulf of Mannar	8.07778	77.55000	230001009	6
Gulf of Mannar	9.04438	78.18505	230001009	7
Gulf of Mannar	9.35487	78.80068	230001009	8
Gulf of Mannar	9.23400	79.32200	230001009	9
Gulf of Aqaba	28.02500	34.62080	230001008	1
Gulf of Aqaba	27.96940	34.58330	230001008	2
Gulf of Aqaba	27.91390	34.55000	230001008	3
Gulf of Aqaba	27.92002	34.32719	230001008	4
Gulf of Aqaba	28.31468	34.37918	230001008	5
Gulf of Aqaba	29.56532	34.78926	230001008	6
Gulf of Aqaba	29.54711	35.02734	230001008	7
Gulf of Aqaba	28.52349	34.82413	230001008	8
Gulf of Aqaba	28.02500	34.62080	230001008	9
Gulf of Aden	12.67220	43.50560	230001007	1
Gulf of Aden	15.15251	50.13338	230001007	2
Gulf of Aden	15.63330	52.22500	230001007	3
Gulf of Aden	11.83330	51.28330	230001007	4
Gulf of Aden	11.02333	50.08102	230001007	5
Gulf of Aden	10.11552	44.87001	230001007	6
Gulf of Aden	11.54784	42.28015	230001007	7
Gulf of Aden	12.48060	43.31940	230001007	8
Gulf of Aden	12.67220	43.50560	230001007	9
Great Australian Bight	-33.94720	123.53100	230001006	1
Great Australian Bight	-31.41507	124.56323	230001006	2
Great Australian Bight	-31.12245	133.67506	230001006	3
Great Australian Bight	-35.00560	135.94200	230001006	4
Great Australian Bight	-33.94720	123.53100	230001006	5
Cosmonaut Sea	-65.00000	35.00000	230001005	1
Cosmonaut Sea	-65.00000	50.00000	230001005	2
Cosmonaut Sea	-67.65833	50.06435	230001005	3
Cosmonaut Sea	-70.39217	35.06174	230001005	4
Cosmonaut Sea	-65.00000	35.00000	230001005	5
Burma Sea, Andaman Sea	16.04170	94.19440	230001004	1
Burma Sea, Andaman Sea	17.00000	95.00000	230001004	2
Burma Sea, Andaman Sea	17.33715	97.53291	230001004	3
Burma Sea, Andaman Sea	12.50000	98.90000	230001004	4
Burma Sea, Andaman Sea	9.96057	98.71615	230001004	5
Burma Sea, Andaman Sea	8.47000	98.40000	230001004	6
Burma Sea, Andaman Sea	7.75833	98.30830	230001004	7
Burma Sea, Andaman Sea	5.65556	95.43330	230001004	8
Burma Sea, Andaman Sea	5.57500	95.22500	230001004	9
Burma Sea, Andaman Sea	6.75000	93.83330	230001004	10
