category,driver,variable
bio,biomass,Zooplankton [g/m²]
bio,biomass,Zooplankton arctic species [%]
bio,biomass,Zooplankton atlantic species [%]
bio,biomass,arctic species [%]
bio,biomass,atlantic species [%]
bio,biomass,centric diatoms not determined [%]
bio,biomass,centric not det. [%]
bio,biomass,cf Phaeocystis sp. [%]
bio,biomass,cf Rotaliida [%]
bio,biomass,ciliata sp. [%]
bio,biomass,dinoflagellata cysts [%]
bio,biomass,dinoflagellata sp. [%]
bio,biomass,pennate diatoms not determined [%]
bio,biomass,pseudogomphonema sp. [%]
bio,biomass,|BIR| Anas platyrhynchos (mallard) [n]
bio,biomass,|BIR| Anas platyrhynchos (mallard) [presence]
bio,biomass,|BIR| Anser brachyrhynchus (pink-footed goose) eggs hatched [n]
bio,biomass,|BIR| Anser brachyrhynchus (pink-footed goose) eggs laid [n]
bio,biomass,|BIR| Arenaria interpres (ruddy turnstone) [presence]
bio,biomass,|BIR| Arenaria interpres (ruddy turnstone) eggs hatched [n]
bio,biomass,|BIR| Arenaria interpres (ruddy turnstone) eggs laid [n]
bio,biomass,|BIR| Branta canadensis (canada goose) [n]
bio,biomass,|BIR| Branta canadensis (canada goose) [presence]
bio,biomass,|BIR| Bubo scandiacus (snowy owl) [presence]
bio,biomass,|BIR| Bubo scandiacus (snowy owl) eggs hatched [n]
bio,biomass,|BIR| Bubo scandiacus (snowy owl) eggs laid [n]
bio,biomass,|BIR| Calcarius lapponicus (lapland longspur) [presence]
bio,biomass,|BIR| Calcarius lapponicus (lapland longspur) adult female [n]
bio,biomass,|BIR| Calcarius lapponicus (lapland longspur) adult male [n]
bio,biomass,|BIR| Calcarius lapponicus (lapland longspur) adult unknown [n]
bio,biomass,|BIR| Calcarius lapponicus (lapland longspur) eggs laid [n]
bio,biomass,|BIR| Calcarius lapponicus (lapland longspur) juvenile female [n]
bio,biomass,|BIR| Calcarius lapponicus (lapland longspur) juvenile male [n]
bio,biomass,|BIR| Calcarius lapponicus (lapland longspur) juvenile unknown [n]
bio,biomass,|BIR| Calcarius lapponicus (lapland longspur) unknown unknown [n]
bio,biomass,|BIR| Calidris alba (sanderling) [presence]
bio,biomass,|BIR| Calidris alba (sanderling) eggs hatched [n]
bio,biomass,|BIR| Calidris alba (sanderling) eggs laid [n]
bio,biomass,|BIR| Calidris alpina (dunlin) [presence]
bio,biomass,|BIR| Calidris alpina (dunlin) eggs hatched [n]
bio,biomass,|BIR| Calidris alpina (dunlin) eggs laid [n]
bio,biomass,|BIR| Calidris canutus (red knot) [presence]
bio,biomass,|BIR| Calidris canutus (red knot) eggs hatched [n]
bio,biomass,|BIR| Calidris canutus (red knot) eggs laid [n]
bio,biomass,|BIR| Calidris maritima (purple sandpiper) [n]
bio,biomass,|BIR| Calidris maritima (purple sandpiper) [presence]
bio,biomass,|BIR| Calidris melanotos (pectoral sandpiper) [presence]
bio,biomass,|BIR| Calidris melanotos (pectoral sandpiper) eggs hatched [n]
bio,biomass,|BIR| Calidris melanotos (pectoral sandpiper) eggs laid [n]
bio,biomass,|BIR| Charadrius hiaticula (common ringed plover) [presence]
bio,biomass,|BIR| Charadrius hiaticula (common ringed plover) eggs hatched [n]
bio,biomass,|BIR| Charadrius hiaticula (common ringed plover) eggs laid [n]
bio,biomass,|BIR| Clangula hyemalis (long-tailed duck) [n]
bio,biomass,|BIR| Clangula hyemalis (long-tailed duck) [presence]
bio,biomass,|BIR| Clangula hyemalis (long-tailed duck) eggs hatched [n]
bio,biomass,|BIR| Clangula hyemalis (long-tailed duck) eggs laid [n]
bio,biomass,|BIR| Corvus corax (raven) [n]
bio,biomass,|BIR| Corvus corax (raven) [presence]
bio,biomass,|BIR| Gavia stallata (red-throated loon) [n]
bio,biomass,|BIR| Gavia stallata (red-throated loon) [presence]
bio,biomass,|BIR| Gavia stallata (red-throated loon) eggs hatched [n]
bio,biomass,|BIR| Gavia stallata (red-throated loon) eggs laid [n]
bio,biomass,|BIR| Histrionicus histrionicus (harlequin duck) [n]
bio,biomass,|BIR| Histrionicus histrionicus (harlequin duck) [presence]
bio,biomass,|BIR| Mergus serratus (red-breasted merganser) [n]
bio,biomass,|BIR| Mergus serratus (red-breasted merganser) [presence]
bio,biomass,|BIR| Oenanthe oenanthe (northern wheatear) [presence]
bio,biomass,|BIR| Oenanthe oenanthe (northern wheatear) adult female [n]
bio,biomass,|BIR| Oenanthe oenanthe (northern wheatear) adult male [n]
bio,biomass,|BIR| Oenanthe oenanthe (northern wheatear) adult unknown [n]
bio,biomass,|BIR| Oenanthe oenanthe (northern wheatear) eggs laid [n]
bio,biomass,|BIR| Oenanthe oenanthe (northern wheatear) juvenile unknown [n]
bio,biomass,|BIR| Oenanthe oenanthe (northern wheatear) unknown unknown [n]
bio,biomass,|BIR| Phalaropus lobatus (red-necked phalarope) [presence]
bio,biomass,|BIR| Phalaropus lobatus (red-necked phalarope) eggs hatched [n]
bio,biomass,|BIR| Phalaropus lobatus (red-necked phalarope) eggs laid [n]
bio,biomass,|BIR| Pluvialis apricaria (european golden plover) [presence]
bio,biomass,|FIS| Boreogadus saida (polar cod) [10^6 kg]
bio,biomass,|FIS| Clupea harengus (herring) 1 year old [n]
bio,biomass,|FIS| Clupea harengus (herring) 2 year old [n]
bio,biomass,|FIS| Clupea harengus (herring) 3 year old [n]
bio,biomass,|FIS| Gadus morhua (northeast arctic cod) immature stock [10^6 kg]
bio,biomass,|FIS| Gadus morhua (northeast arctic cod) spawning stock [10^6 kg]
bio,biomass,|FIS| Mallotus villosus (capelin) immature stock [10^6 kg]
bio,biomass,|FIS| Mallotus villosus (capelin) mature stock [10^6 kg]
bio,biomass,|FIS| Sebastes mentella (beaked redfish) immature stock [10^6 kg]
bio,biomass,|FIS| Sebastes mentella (beaked redfish) mature stock [10^6 kg]
bio,biomass,|FIS| Sebastes norvegicus (golden redfish) immature stock [10^3 kg]
bio,biomass,|FIS| Sebastes norvegicus (golden redfish) mature stock [10^3 kg]
bio,biomass,|MAM| Megaptera novaeangliae (humpback whale) [n]
bio,biomass,|MAM| Odobenus marinus (walrus) aerial survey [n]
bio,biomass,|MAM| Odobenus marinus (walrus) estimated [n]
bio,biomass,|MAM| Pagophilus groenlandicus (harp seal) modelled production of pups [n]
bio,biomass,|MAM| Pagophilus groenlandicus (harp seal) modelled total stock size [n]
bio,biomass,|MAM| Pagophilus groenlandicus (harp seal) survey counts of pups [n]
bio,biomass,|NBI| Acanthis hornemanni(arctic redpoll) [presence]
bio,biomass,|NBI| Acanthis hornemanni(arctic redpoll) eggs laid [n]
bio,biomass,|NBI| Carduelis flammea (common redpoll) adult female [n]
bio,biomass,|NBI| Carduelis flammea (common redpoll) adult male [n]
bio,biomass,|NBI| Carduelis flammea (common redpoll) adult unknown [n]
bio,biomass,|NBI| Carduelis flammea (common redpoll) juvenile unknown [n]
bio,biomass,|NBI| Carduelis flammea (common redpoll) unknown unknown [n]
bio,biomass,|NBI| Lagopus mutus (rock ptarmigan) [n]
bio,biomass,|NBI| Lagopus mutus (rock ptarmigan) [presence]
bio,biomass,|NBI| Lagopus mutus (rock ptarmigan) eggs hatched [n]
bio,biomass,|NBI| Lagopus mutus (rock ptarmigan) eggs laid [n]
bio,biomass,|NBI| Plectrophenax nivalis (snow bunting) [presence]
bio,biomass,|NBI| Plectrophenax nivalis (snow bunting) adult female [n]
bio,biomass,|NBI| Plectrophenax nivalis (snow bunting) adult male [n]
bio,biomass,|NBI| Plectrophenax nivalis (snow bunting) adult unknown [n]
bio,biomass,|NBI| Plectrophenax nivalis (snow bunting) eggs hatched [n]
bio,biomass,|NBI| Plectrophenax nivalis (snow bunting) eggs laid [n]
bio,biomass,|NBI| Plectrophenax nivalis (snow bunting) juvenile unknown [n]
bio,biomass,|NBI| Plectrophenax nivalis (snow bunting) unknown unknown [n]
bio,biomass,|SBI| Alca torda (razorbill) [n]
bio,biomass,|SBI| Alca torda (razorbill) [presence]
bio,biomass,|SBI| Cepphus grylle (black guillemot) [n]
bio,biomass,|SBI| Cepphus grylle (black guillemot) [presence]
bio,biomass,|SBI| Falco peregrinus (peregrine falcon) [n]
bio,biomass,|SBI| Falco peregrinus (peregrine falcon) [presence]
bio,biomass,|SBI| Fratercula arctica (atlantic puffin) [n]
bio,biomass,|SBI| Fratercula arctica (atlantic puffin) [presence]
bio,biomass,|SBI| Fulmarus glacialis (northern fulmar) [n]
bio,biomass,|SBI| Fulmarus glacialis (northern fulmar) [presence]
bio,biomass,|SBI| Larus argentatus (herring gull) [n]
bio,biomass,|SBI| Larus argentatus (herring gull) [presence]
bio,biomass,|SBI| Larus canus (common gull) [n]
bio,biomass,|SBI| Larus canus (common gull) [presence]
bio,biomass,|SBI| Larus delawarensis (ring-billed gull) [n]
bio,biomass,|SBI| Larus delawarensis (ring-billed gull) [presence]
bio,biomass,|SBI| Larus fuscus (lesser black-backed gull) [n]
bio,biomass,|SBI| Larus fuscus (lesser black-backed gull) [presence]
bio,biomass,|SBI| Larus glaucoides (iceland gull) [n]
bio,biomass,|SBI| Larus glaucoides (iceland gull) [presence]
bio,biomass,|SBI| Larus hyperboreus (glaucous gull) [n]
bio,biomass,|SBI| Larus hyperboreus (glaucous gull) [presence]
bio,biomass,|SBI| Larus hyperboreus (glaucous gull) breeding population [%]
bio,biomass,|SBI| Larus hyperboreus (glaucous gull) colony count [n]
bio,biomass,|SBI| Larus hyperboreus (glaucous gull) eggs hatched [n]
bio,biomass,|SBI| Larus hyperboreus (glaucous gull) eggs laid [n]
bio,biomass,|SBI| Larus marinus (great black-backed gull) [n]
bio,biomass,|SBI| Larus marinus (great black-backed gull) [presence]
bio,biomass,|SBI| Larus smithonianus (american herring gull) [n]
bio,biomass,|SBI| Larus smithonianus (american herring gull) [presence]
bio,biomass,|SBI| Larus sp. (gull unidentified) [n]
bio,biomass,|SBI| Larus sp. (gull unidentified) [presence]
bio,biomass,|SBI| Pagophila eburnea (ivory gull) breeding population [%]
bio,biomass,|SBI| Phalacrocorax carbo (great cormorant) [n]
bio,biomass,|SBI| Phalacrocorax carbo (great cormorant) [presence]
bio,biomass,|SBI| Phalaropus fulicarius (red phalarope) [presence]
bio,biomass,|SBI| Phalaropus fulicarius (red phalarope) eggs hatched [n]
bio,biomass,|SBI| Phalaropus fulicarius (red phalarope) eggs laid [n]
bio,biomass,|SBI| Rissa tridactyla (black-legged kittiwake) [n]
bio,biomass,|SBI| Rissa tridactyla (black-legged kittiwake) [presence]
bio,biomass,|SBI| Rissa tridactyla (black-legged kittiwake) population [% average in the colony]
bio,biomass,|SBI| Somateria mollissima (common eider) [n]
bio,biomass,|SBI| Somateria mollissima (common eider) [presence]
bio,biomass,|SBI| Somateria mollissima (common eider) breeding pairs [n]
bio,biomass,|SBI| Somateria mollissima (common eider) eggs hatched [n]
bio,biomass,|SBI| Somateria mollissima (common eider) eggs laid [n]
bio,biomass,|SBI| Somateria spectabilis (king eider) [n]
bio,biomass,|SBI| Somateria spectabilis (king eider) [presence]
bio,biomass,|SBI| Somateria spectabilis (king eider) eggs hatched [n]
bio,biomass,|SBI| Somateria spectabilis (king eider) eggs laid [n]
bio,biomass,|SBI| Stercorarius longicaudus (long-tailed skua) [presence]
bio,biomass,|SBI| Stercorarius longicaudus (long-tailed skua) eggs hatched [n]
bio,biomass,|SBI| Stercorarius longicaudus (long-tailed skua) eggs laid [n]
bio,biomass,|SBI| Stercorarius parasiticus (arctic skua) [n]
bio,biomass,|SBI| Stercorarius parasiticus (arctic skua) [presence]
bio,biomass,|SBI| Sterna paradisaea (arctic tern) [n]
bio,biomass,|SBI| Sterna paradisaea (arctic tern) [presence]
bio,biomass,|SBI| Uria aalge (common guillemot) [n]
bio,biomass,|SBI| Uria aalge (common guillemot) [presence]
bio,biomass,|SBI| Uria lomvia (brünnich’s guillemot) [n]
bio,biomass,|SBI| Uria lomvia (brünnich’s guillemot) [presence]
bio,biomass,|SBI| Uria lomvia (brünnich’s guillemot) breeding population [%]
bio,biomass,|ZOO| Calanus finmarchicus (atlantic calanus) [%]
bio,biomass,|ZOO| Calanus glacialis (arctic calanus) [%]
bio,biomass,|ZOO| Zooplankton (Zooplankton) 0.18 mm [g/m²]
bio,biomass,|ZOO| Zooplankton (Zooplankton) 1.0 mm [g/m²]
bio,biomass,|ZOO| Zooplankton (Zooplankton) 2.0 mm [g/m²]
bio,biomass,|ZOO| Zooplankton (Zooplankton) [g/m²]
bio,prim prod,BChl a [µg/l]
bio,prim prod,C fix/Chl a [g/g/day]
bio,prim prod,C/Chl a
bio,prim prod,Chl a Chloro [µg/l]
bio,prim prod,Chl a Chryso [µg/l]
bio,prim prod,Chl a Crypto [µg/l]
bio,prim prod,Chl a Cyanob [µg/l]
bio,prim prod,Chl a Dinofl [µg/l]
bio,prim prod,Chl a Haptophyta [µg/l]
bio,prim prod,Chl a Prasin [µg/l]
bio,prim prod,Chl a Prochlorococcus [µg/l]
bio,prim prod,Chl a [%]
bio,prim prod,Chl a [mg/m**3]
bio,prim prod,Chl a [pg/#]
bio,prim prod,Chl a [µg/cm**2]
bio,prim prod,Chl a [µg/g]
bio,prim prod,Chl a [µg/l]
bio,prim prod,Chl a [µg/mg]
bio,prim prod,Chl a allom [µg/l]
bio,prim prod,Chl a conc [mg/m**2]
bio,prim prod,Chl a diatoms [µg/l]
bio,prim prod,Chl a flux [mg/m**2/day]
bio,prim prod,Chl a ini conc grazed [%/day]
bio,prim prod,Chl a int [mg/m**2]
bio,prim prod,Chl a/Chl b
bio,prim prod,Chl a/POC
bio,prim prod,Chl b [µg/g]
bio,prim prod,Chl b [µg/l]
bio,prim prod,Chl b+DV chl b [µg/l]
bio,prim prod,Chl c [µg/l]
bio,prim prod,Chl c1+c2 [µg/g]
bio,prim prod,Chl c1+c2 [µg/l]
bio,prim prod,Chl c2 [µg/g]
bio,prim prod,Chl c2 [µg/mg]
bio,prim prod,Chl c3 [µg/l]
bio,prim prod,Chl tot [mg/g]
bio,prim prod,Chl tot [µg/l]
bio,prim prod,Chl tot/cell [ng/#]
bio,prim prod,Chla [µg/l]
bio,prim prod,Chlide [µg/l]
bio,prim prod,Chlide a [µg/l]
bio,prim prod,Chlide b [µg/l]
bio,prim prod,DV chl a [µg/l]
bio,prim prod,DV chl b [µg/l]
bio,prim prod,Fluores [µg/l]
bio,prim prod,IR chl a/ind [ng/#/h]
bio,prim prod,MV chl a [µg/l]
bio,prim prod,MV chl b [µg/l]
bio,prim prod,NPP C int [g/m**2/day]
bio,prim prod,P CO2 upt Vmax [µmol/kg/s]
bio,prim prod,PG O2 [µmol/g/h]
bio,prim prod,PN CO2/Chl a [µmol/mg/h]
bio,prim prod,PN O2 [µmol/g/h]
bio,prim prod,POC/Chl a [g/g]
bio,prim prod,PP C [µg/m**2/day]
bio,prim prod,PP [mg C/m3/d]
bio,prim prod,PP chl a [µg/l/day]
bio,prim prod,PP rem [%/day]
bio,prim prod,PP_GFF_frac
bio,prim prod,PP_area_GFF_frac [mg C m-2 day-1]
bio,prim prod,PP_area_disolv_frac [mg C m-2 day-1]
bio,prim prod,PP_area_plus_10_frac [mg C m-2 day-1]
bio,prim prod,PP_dissolv_frac
bio,prim prod,PP_plus_10_frac
bio,prim prod,Pigm acc/chl a [µg/g]
bio,prim prod,Resp O2/chl a [µmol/µg/h]
bio,prim prod,TChl a [µg/l]
bio,prim prod,TOTAL_PP_area
bio,prim prod,TOTAL_chla_area
bio,prim prod,alpha_chl [g C g-1 Chl mol-1 photons m2]
bio,prim prod,chl a [μg kg-1 d-1]
bio,prim prod,chl_flu [µg chl m-3]
bio,prim prod,chl_fluor [µg/l]
bio,prim prod,chla_GFF_conc [µg Chla m-3]
bio,prim prod,chla_GFF_frac
bio,prim prod,chla_area_GFF_frac [mg Chla m-2]
bio,prim prod,chla_area_plus_10_frac [mg Chla m-2]
bio,prim prod,chla_plus_10_conc [µg Chla m-3]
bio,prim prod,chla_plus_10_frac
bio,prim prod,fluor
bio,prim prod,fluor [mg m-3]
bio,prim prod,fluor [volt]
bio,prim prod,fluor [µg l]
bio,prim prod,fluor max [m]
bio,prim prod,phaeopigment
bio,prim prod,pm_chl [g C g-1 Chl h-1]
bio,prim prod,pp_chla [mg C µg Chla-1 m–3 day-1]
bio,prim prod,pp_vol [mg C m-3 day-1]
bio,spp rich,Acanthis hornemanni [presence]
bio,spp rich,Acrosiphonia arcta [presence]
bio,spp rich,Acrosiphonia arcta [present at depth (cm)]
bio,spp rich,Acrosiphonia indet. [presence]
bio,spp rich,Acrosiphonia sonderi [presence]
bio,spp rich,Acrosiphonia sonderi [present at depth (cm)]
bio,spp rich,Acrosiphonia sp. [presence]
bio,spp rich,Acrosiphonia sp. [present at depth (cm)]
bio,spp rich,Alaria esculenta [present at depth (cm)]
bio,spp rich,Alca torda [presence]
bio,spp rich,Alle alle Arctic diet [prop]
bio,spp rich,Alle alle Atlantic diet [prop]
bio,spp rich,Alle alle unknown diet [prop]
bio,spp rich,Amphipoda sp. [presence]
bio,spp rich,Anas platyrhynchos [presence]
bio,spp rich,Arenaria interpres [presence]
bio,spp rich,Ascophyllum nodosum [presence]
bio,spp rich,Ascophyllum nodosum [present at depth (cm)]
bio,spp rich,Bangia fuscopurpurea [presence]
bio,spp rich,Bangia fuscopurpurea [present at depth (cm)]
bio,spp rich,Battersia arctica [present at depth (cm)]
bio,spp rich,Bivalve sp. [presence]
bio,spp rich,Blidingia minima [presence]
bio,spp rich,Boreogadus saida [presence]
bio,spp rich,Branta Canadensis [presence]
bio,spp rich,Brosme brosme [presence]
bio,spp rich,Brown crust [present at depth (cm)]
bio,spp rich,Bryozoa [present at depth (cm)]
bio,spp rich,Bubo scandiaca [presence]
bio,spp rich,Bubo scandiacus [presence]
bio,spp rich,Calcarius lapponicus [presence]
bio,spp rich,Calidris alba [presence]
bio,spp rich,Calidris alpina [presence]
bio,spp rich,Calidris canutus [presence]
bio,spp rich,Calidris maritima [presence]
bio,spp rich,Calidris melanotos [presence]
bio,spp rich,Cepphus grylle [presence]
bio,spp rich,Ceramium sp. [presence]
bio,spp rich,Ceramium tenuicorne [present at depth (cm)]
bio,spp rich,Chaetomorpha melagonium [present at depth (cm)]
bio,spp rich,Chaetopteris plumosa [present at depth (cm)]
bio,spp rich,Charadrius hiaticula [presence]
bio,spp rich,Chorda filum [present at depth (cm)]
bio,spp rich,Chordaria flagelliformis [present at depth (cm)]
bio,spp rich,Cladophora rupestris [presence]
bio,spp rich,Cladophora rupestris [present at depth (cm)]
bio,spp rich,Clangula hyemalis [presence]
bio,spp rich,Clupea harengus [presence]
bio,spp rich,Coelocladia arctica [present at depth (cm)]
bio,spp rich,Coralline algae [present at depth (cm)]
bio,spp rich,Corvus corax [presence]
bio,spp rich,Cyclopterus lumpus [presence]
bio,spp rich,Devalerea ramentacea [present at depth (cm)]
bio,spp rich,Diatoms [present at depth (cm)]
bio,spp rich,Dictyosiphon chordariae [present at depth (cm)]
bio,spp rich,Dictyosiphon foeniculaceus [present at depth (cm)]
bio,spp rich,Dynamena pumila [presence]
bio,spp rich,Ectocarpus fasciculatus [presence]
bio,spp rich,Ectocarpus fasciculatus [present at depth (cm)]
bio,spp rich,Ectocarpus siliculosus [presence]
bio,spp rich,Ectocarpus siliculosus [present at depth (cm)]
bio,spp rich,Ectocarpus sp. [present at depth (cm)]
bio,spp rich,Elachista fucicola [presence]
bio,spp rich,Elachista fucicola [present at depth (cm)]
bio,spp rich,Electra pilosa [present at depth (cm)]
bio,spp rich,Falco peregrinus [presence]
bio,spp rich,Fratercula arctica [presence]
bio,spp rich,Fucus distichus [present at depth (cm)]
bio,spp rich,Fucus distichus subsp. Evanescens [presence]
bio,spp rich,Fucus sp. [presence]
bio,spp rich,Fucus sp. [present at depth (cm)]
bio,spp rich,Fucus vesiculosus [presence]
bio,spp rich,Fucus vesiculosus [present at depth (cm)]
bio,spp rich,Fulmarus glacialis [presence]
bio,spp rich,Gadus morhua [presence]
bio,spp rich,Gammarus indet. [presence]
bio,spp rich,Gammarus oceanicus [presence]
bio,spp rich,Gammarus setosus [presence]
bio,spp rich,Gavia stallata [presence]
bio,spp rich,Gavia stellata [presence]
bio,spp rich,Hildenbrandia rubra [presence]
bio,spp rich,Hildenbrandia rubra [present at depth (cm)]
bio,spp rich,Hippoglossus hippoglossus [presence]
bio,spp rich,Histrionicus histrionicus [presence]
bio,spp rich,Hyale nilssoni [presence]
bio,spp rich,Hydroids [present at depth (cm)]
bio,spp rich,Isthmoplea sphaerophora [presence]
bio,spp rich,Jaera albifrons [presence]
bio,spp rich,Lagopus muta [presence]
bio,spp rich,Lagopus mutus [presence]
bio,spp rich,Laminaria nigripes [present at depth (cm)]
bio,spp rich,Laomedea flexuosa [presence]
bio,spp rich,Larus argentatus [presence]
bio,spp rich,Larus canus [presence]
bio,spp rich,Larus delawarensis [presence]
bio,spp rich,Larus fuscus [presence]
bio,spp rich,Larus glaucoides [presence]
bio,spp rich,Larus glaucoides/hyperboreus [presence]
bio,spp rich,Larus hyperboreus [presence]
bio,spp rich,Larus marinus [presence]
bio,spp rich,Larus smithonianus [presence]
bio,spp rich,Larus sp. [presence]
bio,spp rich,Littorina indet. [presence]
bio,spp rich,Littorina obtusata [presence]
bio,spp rich,Littorina saxatilis [presence]
bio,spp rich,Lophius piscatorius [presence]
bio,spp rich,Mallotus villosus [presence]
bio,spp rich,Margerites helicinus [presence]
bio,spp rich,Melanogrammus aeglefinus [presence]
bio,spp rich,Mergus serratus [presence]
bio,spp rich,Merlangius merlangus [presence]
bio,spp rich,Micromesistius poutassou [presence]
bio,spp rich,Molva dypterygia [presence]
bio,spp rich,Molva molva [presence]
bio,spp rich,Monostroma grevillei [presence]
bio,spp rich,Mud [present at depth (cm)]
bio,spp rich,Musculus indet. [presence]
bio,spp rich,Musculus niger [presence]
bio,spp rich,Musculus sp [present at depth (cm)]
bio,spp rich,Mytilus edulis [presence]
bio,spp rich,Mytilus edulis [present at depth (cm)]
bio,spp rich,Nematoda [presence]
bio,spp rich,Nephrops norvegicus [presence]
bio,spp rich,Obelia longissima [present at depth (cm)]
bio,spp rich,Oenanthe oenanthe [presence]
bio,spp rich,Oligochaete indet. [presence]
bio,spp rich,Palmaria palmata [present at depth (cm)]
bio,spp rich,Pandalus borealis [presence]
bio,spp rich,Paralithodes camtschatica [presence]
bio,spp rich,Petalonia fascia [presence]
bio,spp rich,Petalonia fascia [present at depth (cm)]
bio,spp rich,Phalacrocorax carbo [presence]
bio,spp rich,Phalaropus fulicarius [presence]
bio,spp rich,Phalaropus lobatus [presence]
bio,spp rich,Plectrophenax nivalis [presence]
bio,spp rich,Pluvialis apricaria [presence]
bio,spp rich,Pollachius virens [presence]
bio,spp rich,Polysiphonia elongata [present at depth (cm)]
bio,spp rich,Polysiphonia sp. [present at depth (cm)]
bio,spp rich,Polysiphonia stricta [present at depth (cm)]
bio,spp rich,Porphyra sp. [presence]
bio,spp rich,Pylaiella littoralis [presence]
bio,spp rich,Pylaiella littoralis [present at depth (cm)]
bio,spp rich,Pylaiella varia [present at depth (cm)]
bio,spp rich,Pyropia sp. [present at depth (cm)]
bio,spp rich,Reinhardtius hippoglossoides [presence
bio,spp rich,Reinhardtius hippoglossoides [presence]
bio,spp rich,Rhizoclonium indet. [presence]
bio,spp rich,Rhizoclonium riparium [presence]
bio,spp rich,Rhizoclonium tortuosum [presence]
bio,spp rich,Rhizoclonium tortuosum [present at depth (cm)]
bio,spp rich,Rhodochorton purpureum [present at depth (cm)]
bio,spp rich,Rhodochorton purpurium [presence]
bio,spp rich,Rhodomela lycopodioides [present at depth (cm)]
bio,spp rich,Rissa tridactyla [presence]
bio,spp rich,Sacchorhiza dermatodea [present at depth (cm)]
bio,spp rich,Scomber scombrus [presence]
bio,spp rich,Scytosiphon lomentaria [present at depth (cm)]
bio,spp rich,Sebastes marinus [presence]
bio,spp rich,Sebastes mentella [presence]
bio,spp rich,Semibalanus balanoides [presence]
bio,spp rich,Semibalanus balanoides [present at depth (cm)]
bio,spp rich,Skeneopsis planorbis [presence]
bio,spp rich,Somateria mollissima [presence]
bio,spp rich,Somateria spectabilis [presence]
bio,spp rich,Sommateria mollissima [presence]
bio,spp rich,Sphacelariales [present at depth (cm)]
bio,spp rich,Sphacelorbus nana [present at depth (cm)]
bio,spp rich,Sphacelorbus nanus [presence]
bio,spp rich,Spongomorpha aeruginosa [present at depth (cm)]
bio,spp rich,Sprattus sprattus [presence]
bio,spp rich,Squalus acanthias [presence]
bio,spp rich,Stercorarius longicaudus [presence]
bio,spp rich,Stercorarius parasiticus [presence]
bio,spp rich,Sterna paradisaea [presence]
bio,spp rich,Stictyosiphon tortilis [present at depth (cm)]
bio,spp rich,Tectura sp. [present at depth (cm)]
bio,spp rich,Trachurus trachurus [presence]
bio,spp rich,Tubificidae indet. [presence]
bio,spp rich,Turbellaria 1 [presence]
bio,spp rich,Turbullaria 2 [presence]
bio,spp rich,Turtonia minuta [presence]
bio,spp rich,Ulothrix sp. [presence]
bio,spp rich,Ulothrix sp. [present at depth (cm)]
bio,spp rich,Ulothrix speciosa [present at depth (cm)]
bio,spp rich,Ulva indet. [presence]
bio,spp rich,Ulva lactuca [present at depth (cm)]
bio,spp rich,Ulva prolifera [presence]
bio,spp rich,Ulva prolifera [present at depth (cm)]
bio,spp rich,Ulvaria splendens [present at depth (cm)]
bio,spp rich,Uria aalge [presence]
bio,spp rich,Uria lomvia [presence]
bio,spp rich,Urospora sp. [presence]
bio,spp rich,Urospora sp. [present at depth (cm)]
bio,spp rich,Wildemannia miniata [present at depth (cm)]
bio,spp rich,bivalve sp 1 [present at depth (cm)]
bio,spp rich,skalgrus [present at depth (cm)]
chem,carb,AT [mmol(eq)/l]
chem,carb,AT [µmol/kg]
chem,carb,AT [µmol/l]
chem,carb,Arg [%]
chem,carb,CaCO3 [%]
chem,carb,CaCO3 ads [µmol/g/h]
chem,carb,CaCO3 flux [mg/m**2/day]
chem,carb,CaCO3 prec [µmol/g/h]
chem,carb,D pH
chem,carb,DIC [µmol kg-1]
chem,carb,DOC [μmol l-1 d-1]
chem,carb,DOC rel [µmol/g/h]
chem,carb,Omega Arg
chem,carb,TA [µmol kg-1]
chem,carb,TA [µmol/kg]
chem,carb,fco2 [μatm]
chem,carb,fco2temp [°C]
chem,carb,pCO2 [µatm]
chem,carb,pCO2water_SST_wet [uatm]
chem,carb,pCO2water_SST_wet [µatm]
chem,carb,pH
chem,carb,phts25p0
chem,carb,phtsinsitutp
chem,carb,tco2 [μmol kg-1]
chem,nutrients,N-[NO3]- [mg/l]
chem,nutrients,NH4 [µmol l-1]
chem,nutrients,NH4 [µmol/l]
chem,nutrients,NO2 [µmol kg-1]
chem,nutrients,NO2 [µmol l-1]
chem,nutrients,NO2 [µmol/l]
chem,nutrients,NO2+NO3 [µmol l-1]
chem,nutrients,NO3 [mmol/l]
chem,nutrients,NO3 [ng/m**3]
chem,nutrients,NO3 [µg-at/l]
chem,nutrients,NO3 [µmol kg-1]
chem,nutrients,NO3 [µmol/l]
chem,nutrients,NO3 int [mmol/m**2]
chem,nutrients,PHSPHT [µmol/kg]
chem,nutrients,PO4 [mmol/l]
chem,nutrients,PO4 [µg-at/l]
chem,nutrients,PO4 [µmol kg-1]
chem,nutrients,PO4 [µmol l-1]
chem,nutrients,PO4 [µmol/l]
chem,nutrients,PO4 biog [%]
chem,nutrients,SILCAT [µmol/kg]
chem,nutrients,Si(OH)4 [µmol/l]
chem,nutrients,SiO4 [µmol kg-1]
chem,nutrients,SiO4 [µmol/l]
chem,nutrients,[NH4]+ [mg/l]
chem,nutrients,[NH4]+ [mmol/l]
chem,nutrients,[NH4]+ [ng/m**3]
chem,nutrients,[NH4]+ [µg-at/l]
chem,nutrients,[NH4]+ [µg/m**3]
